,train/logits/chosen,_step,train/global_step,train/rewards/margins,_timestamp,train/logps/chosen,train/grad_norm,_runtime,train/rewards/chosen,train/loss,train/rewards/rejected,train/learning_rate,train/rewards/accuracies,train/epoch,train/logits/rejected,train/logps/rejected
0,0.023867320269346237,0,1,0.0,1752360150.5191607,-421.07647705078125,4.949423313140869,16.848039079,0.0,0.6931,0.0,0.0,0.0,6.28742985586067e-05,-0.16987597942352295,-302.8548583984375
1,0.19925135374069214,1,2,0.0,1752360156.1283948,-208.45388793945312,4.242137432098389,22.457394948,0.0,0.6931,0.0,4e-05,0.0,0.0001257485971172134,-0.30889925360679626,-183.8234405517578
2,0.484395831823349,2,3,0.002753472188487649,1752360160.965332,-304.7416687011719,4.660715579986572,27.29427685,0.005023956298828125,0.6918,0.0022704838775098324,8e-05,0.5,0.0001886228956758201,-0.33347028493881226,-233.73301696777344
3,0.4559363126754761,3,4,0.020358752459287643,1752360168.1825972,-405.7412109375,5.577284336090088,34.511598398,0.03006897121667862,0.6831,0.009710216894745827,0.00012,0.5,0.0002514971942344268,0.06742224097251892,-287.8029479980469
4,-0.03672313317656517,4,5,-0.004914665594696999,1752360173.0687172,-292.8096008300781,4.067091941833496,39.397387707,0.03009777143597603,0.6958,0.035012438893318176,0.00016,0.5,0.0003143714927930335,-0.4781184792518616,-195.75765991210938
5,0.2656778395175934,5,6,0.10183639824390411,1752360180.1919363,-395.56549072265625,5.269554615020752,46.521567817,0.10060977935791016,0.6441,-0.0012266160920262337,0.0002,1.0,0.0003772457913516402,-0.14879697561264038,-274.173583984375
6,-0.44450080394744873,6,7,-0.06205463409423828,1752360184.4838548,-90.64482879638672,NaN,50.812783742,0.021824264898896217,0.7261,0.08387889713048935,0.00019636363636363636,0.25,0.00044012008991024695,-0.24875715374946594,-241.9086456298828
7,-0.5298347473144531,7,8,0.18648825585842133,1752360190.0877485,-353.59210205078125,4.775146007537842,56.416462286,0.18985377252101898,0.6121,0.0033655171282589436,0.00019636363636363636,0.75,0.0005029943884688536,-0.7406086921691895,-258.298583984375
8,-0.4080195128917694,8,9,0.01584177277982235,1752360194.4211452,-130.71038818359375,3.802686929702759,60.752492797,0.011062812991440296,0.6854,-0.004778957925736904,0.00019272727272727274,0.5,0.0005658686870274604,-0.8066912293434143,-106.77313232421875
9,0.3090440034866333,9,10,0.22984106838703156,1752360202.080465,-446.35369873046875,4.659224033355713,68.409404185,0.22466622292995453,0.5892,-0.005174827296286821,0.0001890909090909091,1.0,0.000628742985586067,0.0648275762796402,-273.9584045410156
10,-0.08506246656179428,10,11,-0.09410108625888824,1752360209.6534264,-309.5103759765625,NaN,75.982122349,-0.07027453929185867,0.7426,0.02382655069231987,0.00018545454545454545,0.25,0.0006916172841446738,-0.7673948407173157,-225.92990112304688
11,0.06921295076608658,11,12,0.1592336893081665,1752360217.6169288,-571.5490112304688,5.102590084075928,83.945953961,0.4499559700489044,0.629,0.2907223105430603,0.00018545454545454545,0.5,0.0007544915827032804,-0.14732331037521362,-307.0911560058594
12,-0.3837529122829437,12,13,0.01558046042919159,1752360224.9457142,-209.81320190429688,6.357390880584717,91.274620738,0.10498400032520294,0.6969,0.08940353989601135,0.00018181818181818183,0.75,0.0008173658812618872,0.025307416915893555,-357.90338134765625
13,0.4144359827041626,13,14,0.8274049758911133,1752360231.1576679,-420.03985595703125,3.4347519874572754,97.486302531,0.9417208433151245,0.4158,0.11431579291820526,0.0001781818181818182,1.0,0.0008802401798204939,0.26621145009994507,-292.9123840332031
14,0.07217510044574738,14,15,0.2626522183418274,1752360235.9446125,-211.15138244628906,4.379173278808594,102.273513483,0.5022138953208923,0.5869,0.23956166207790375,0.00017454545454545454,0.75,0.0009431144783791005,-0.35038501024246216,-266.840087890625
15,0.5213756561279297,15,16,0.3947492837905884,1752360242.692565,-363.83050537109375,4.299328804016113,109.021908769,0.6551498770713806,0.5231,0.26040059328079224,0.0001709090909090909,0.75,0.0010059887769377073,0.5486729741096497,-423.77264404296875
16,0.6543409824371338,16,17,-0.06924992054700851,1752360250.6734421,-363.85992431640625,6.59674596786499,117.002150705,0.5122932195663452,0.7363,0.5815432071685791,0.00016727272727272728,0.25,0.001068863075496314,0.4646146297454834,-355.369873046875
17,-0.33600226044654846,17,18,0.45314082503318787,1752360257.4355989,-267.0841979980469,5.132127285003662,123.764310222,0.26744765043258667,0.5257,-0.1856931746006012,0.00016363636363636366,0.75,0.0011317373740549208,-0.16091713309288025,-482.2725830078125
18,-0.4120413362979889,18,19,0.03379387408494949,1752360262.3950636,-170.37680053710938,4.615731239318848,128.723920133,0.23098096251487732,0.6827,0.19718709588050842,0.00016,0.75,0.0011946116726135273,-0.4390071928501129,-183.47076416015625
19,-0.5964455008506775,19,20,0.6702048182487488,1752360268.339874,-262.4664611816406,3.663011074066162,134.668592972,0.6252387166023254,0.4647,-0.04496610164642334,0.00015636363636363637,0.75,0.001257485971172134,-0.48590630292892456,-456.88909912109375
20,0.7934253215789795,20,21,0.00700349360704422,1752360274.267149,-210.1829071044922,5.9296722412109375,140.595802199,0.08134498447179794,0.701,0.07434147596359253,0.00015272727272727275,0.5,0.0013203602697307408,0.6486839652061462,-135.6480712890625
21,-0.14677920937538147,21,22,1.026917815208435,1752360281.0911303,-421.49053955078125,4.483837604522705,147.419798185,1.1982702016830444,0.432,0.17135238647460938,0.0001490909090909091,1.0,0.0013832345682893476,-0.21092180907726288,-183.37265014648438
22,0.4941181540489197,22,23,-0.09564820677042007,1752360285.3325038,-235.08985900878906,5.745982646942139,151.661464721,-0.3230898082256317,0.7719,-0.22744160890579224,0.00014545454545454546,0.25,0.0014461088668479543,0.28870296478271484,-206.23605346679688
23,0.5092086791992188,23,24,0.558712899684906,1752360290.2948658,-202.98922729492188,3.294656753540039,156.623571139,0.5906798243522644,0.4688,0.03196696937084198,0.00014181818181818184,0.75,0.0015089831654065608,-0.061175476759672165,-179.32574462890625
24,0.394987016916275,24,25,-0.3053954839706421,1752360295.4974892,-398.9195251464844,11.050552368164062,161.826898267,0.006277089938521385,0.9694,0.3116725981235504,0.0001381818181818182,0.5,0.0015718574639651676,-0.19399286806583405,-156.192626953125
25,0.21446485817432404,25,26,0.16688361763954163,1752360302.968054,-239.0087432861328,6.0101847648620605,169.29673287,0.5313138961791992,0.6177,0.3644302785396576,0.00013454545454545455,0.75,0.0016347317625237743,-0.2539360523223877,-228.6139678955078
26,-0.39295005798339844,26,27,-0.07112550735473633,1752360310.2583,-217.66201782226562,6.759751796722412,176.587214004,0.5334780812263489,0.7421,0.6046035885810852,0.00013090909090909093,0.5,0.001697606061082381,-0.6374779343605042,-281.4107666015625
27,-0.328927218914032,27,28,-0.4960777163505554,1752360315.769507,-82.92927551269531,6.549318790435791,182.09836857,0.08008508384227753,0.9905,0.5761628150939941,0.00012727272727272728,0.0,0.0017604803596409878,0.3054977357387543,-126.65782165527344
28,0.16866734623908997,28,29,0.8059787750244141,1752360321.5128324,-273.1234436035156,3.019085168838501,187.841883066,0.4539024531841278,0.4457,-0.35207629203796387,0.00012363636363636364,1.0,0.0018233546581995946,-0.5224869251251221,-173.61683654785156
29,0.6360076665878296,29,30,0.08688679337501526,1752360327.4121408,-263.3526611328125,6.415971755981445,193.741207008,0.3706904947757721,0.7047,0.28380370140075684,0.00012,0.5,0.001886228956758201,0.3609505891799927,-255.39599609375
30,0.6396169066429138,30,31,1.1760749816894531,1752360335.1848006,-370.34710693359375,3.2165982723236084,201.513635041,1.0152254104614258,0.3239,-0.16084957122802734,0.00011636363636363636,1.0,0.0019491032553168078,0.33592233061790466,-145.4835968017578
31,0.09177830815315247,31,32,-0.10786838829517365,1752360340.1612442,-208.7683868408203,6.98242712020874,206.490199495,-0.22603455185890198,0.7693,-0.11816616356372833,0.00011272727272727272,0.5,0.0020119775538754146,0.22495318949222565,-271.6256103515625
32,0.3270609974861145,32,33,-0.04463648796081543,1752360345.196312,-124.47122955322266,5.45808219909668,211.525505769,0.03122090920805931,0.7307,0.07585739344358444,0.00010909090909090909,0.5,0.0020748518524340213,-0.3247610330581665,-374.432373046875
33,0.21127517521381378,33,34,-0.015067987143993378,1752360351.9695985,-328.29791259765625,9.117061614990234,218.298438261,0.20384520292282104,0.7785,0.21891316771507263,0.00010545454545454545,0.5,0.002137726150992628,0.01867513358592987,-315.1631774902344
34,0.23125648498535156,34,35,0.3204118609428406,1752360356.2571483,-103.74308776855469,2.9672350883483887,222.585997369,0.44215765595436096,0.5513,0.1217457726597786,0.00010181818181818181,1.0,0.002200600449551235,-0.04637960344552994,-129.26275634765625
35,-0.3561592102050781,35,36,-0.030821070075035095,1752360360.1341736,-136.96243286132812,4.238447189331055,226.4636966,0.39805868268013,0.7346,0.4288797378540039,9.818181818181818e-05,0.5,0.0022634747481098416,0.05511850491166115,-206.2615203857422
36,0.955562174320221,36,37,0.008404567837715149,1752360368.042518,-495.89654541015625,8.126150131225586,234.371468809,0.38325729966163635,0.73,0.3748527765274048,9.454545454545455e-05,0.5,0.0023263490466684483,0.6685134172439575,-307.126708984375
37,0.5046979784965515,37,38,0.2788495123386383,1752360374.2292,-317.5967102050781,5.019591808319092,240.560295511,0.9717637896537781,0.5717,0.6929143071174622,9.090909090909092e-05,0.75,0.0023892233452270546,0.26877281069755554,-151.69810485839844
38,0.4317691922187805,38,39,0.3574179410934448,1752360383.508545,-443.419921875,5.847448825836182,249.837393178,0.525822639465332,0.5637,0.1684047281742096,8.727272727272727e-05,0.75,0.0024520976437856614,-0.5139607787132263,-301.89434814453125
39,-0.16243290901184082,39,40,0.3826945424079895,1752360388.2536168,-249.49481201171875,5.271589279174805,254.582471094,0.7471655011177063,0.6355,0.3644709587097168,8.363636363636364e-05,0.5,0.002514971942344268,-0.5020787119865417,-413.870849609375
40,0.33803457021713257,40,41,0.08196792006492615,1752360394.6901038,-309.2728271484375,8.908154487609863,261.019033885,0.7407932877540588,0.747,0.6588253378868103,8e-05,0.5,0.002577846240902875,0.029357697814702988,-586.4541625976562
41,0.7470524311065674,41,42,0.15952107310295105,1752360403.1947546,-457.73211669921875,7.471556186676025,269.523789651,0.413240909576416,0.6373,0.25371983647346497,7.636363636363637e-05,0.75,0.0026407205394614816,-0.19239592552185059,-227.4053955078125
42,0.4041883051395416,42,43,0.045758821070194244,1752360409.7007477,-375.1722717285156,4.977187633514404,276.02962598,0.7122411727905273,0.7061,0.6664823889732361,7.272727272727273e-05,0.5,0.0027035948380200884,0.5489032864570618,-252.57931518554688
43,0.7018091678619385,43,44,1.2775077819824219,1752360414.9664166,-319.6846618652344,3.384047269821167,281.295481985,1.0843929052352905,0.3444,-0.19311486184597015,6.90909090909091e-05,0.75,0.002766469136578695,0.6349743604660034,-221.9697265625
44,0.37913405895233154,44,45,0.6271424293518066,1752360422.383816,-303.0443115234375,4.078099250793457,288.712493141,1.1416282653808594,0.4574,0.5144859552383423,6.545454545454546e-05,1.0,0.002829343435137302,-0.27794986963272095,-150.9921875
45,0.27804800868034363,45,46,0.5151879191398621,1752360428.4619482,-309.00091552734375,4.786370277404785,294.790891555,1.0323823690414429,0.5589,0.517194390296936,6.181818181818182e-05,0.75,0.0028922177336959086,0.2439471185207367,-271.11663818359375
46,1.076368808746338,46,47,0.6755189895629883,1752360437.5462596,-360.41986083984375,6.799770355224609,303.875143247,1.2257015705108643,0.5523,0.5501825213432312,5.818181818181818e-05,0.5,0.0029550920322545153,0.5227884650230408,-295.89349365234375
47,-0.07072556018829346,47,48,0.6510701179504395,1752360444.433966,-242.9970703125,4.430849552154541,310.763079662,0.9318521022796631,0.4614,0.28078192472457886,5.4545454545454546e-05,0.75,0.0030179663308131217,0.2648845314979553,-173.87632751464844
48,-0.24192851781845093,48,49,-0.15952739119529724,1752360450.5179403,-192.7063446044922,7.177042007446289,316.846962166,0.2883415222167969,0.7902,0.4478689432144165,5.090909090909091e-05,0.25,0.0030808406293717284,-0.45720645785331726,-291.7709045410156
49,0.012289151549339294,49,50,-0.2551240622997284,1752360455.4989016,-232.48818969726562,11.301621437072754,321.827866574,0.8267364501953125,0.9623,1.0818605422973633,4.7272727272727275e-05,0.5,0.003143714927930335,0.0007299035787582397,-231.79840087890625
50,0.05917230248451233,50,51,0.5582200884819031,1752360459.4529638,-144.49911499023438,4.320897102355957,325.78198197,0.4405595362186432,0.4653,-0.1176605373620987,4.3636363636363636e-05,1.0,0.003206589226488942,-0.3031436800956726,-172.879638671875
51,-0.19467861950397491,51,52,0.22345122694969177,1752360464.277117,-264.36669921875,5.608449459075928,330.606131507,0.34999504685401917,0.6328,0.1265438199043274,4e-05,0.5,0.0032694635250475486,-0.1153804287314415,-309.70709228515625
52,0.47288206219673157,52,53,0.09861098229885101,1752360470.2725272,-176.49525451660156,4.304490089416504,336.601331071,0.291521281003952,0.6865,0.19291026890277863,3.6363636363636364e-05,0.5,0.0033323378236061554,-0.612645149230957,-135.56495666503906
53,0.2616814076900482,53,54,1.0443599224090576,1752360478.1257753,-725.8343505859375,4.670788288116455,344.454703735,1.3820732831954956,0.38,0.3377132713794708,3.272727272727273e-05,1.0,0.003395212122164762,-0.12639205157756805,-539.62939453125
54,-0.31010279059410095,54,55,0.37530001997947693,1752360484.299304,-303.69403076171875,5.648433685302734,350.628144594,0.6136019229888916,0.5338,0.23830188810825348,2.909090909090909e-05,0.75,0.003458086420723369,-0.7317851781845093,-317.4551086425781
55,0.8746156692504883,55,56,0.9828100204467773,1752360490.5161662,-313.88323974609375,4.336921215057373,356.84511551,0.7009021639823914,0.5188,-0.28190794587135315,2.5454545454545454e-05,0.75,0.0035209607192819756,0.3027946650981903,-173.9926300048828
56,-0.20444366335868835,56,57,0.46309810876846313,1752360495.958187,-381.8840637207031,4.792107582092285,362.28726397,0.29057613015174866,0.527,-0.17252196371555328,2.1818181818181818e-05,0.75,0.0035838350178405824,-0.09266527742147446,-192.91697692871094
57,0.4537574052810669,57,58,0.18760891258716583,1752360502.0142481,-332.2868957519531,6.039638996124268,368.343079196,0.6939056515693665,0.6845,0.5062967538833618,1.8181818181818182e-05,0.75,0.003646709316399189,-0.36294957995414734,-272.1440124511719
58,0.2274899035692215,58,59,1.068627953529358,1752360508.2156062,-307.32293701171875,4.5375847816467285,374.544479543,1.1863888502120972,0.3818,0.11776101589202881,1.4545454545454545e-05,0.75,0.0037095836149577954,0.1312253624200821,-259.15576171875
59,0.7018934488296509,59,60,-0.7273445129394531,1752360514.269742,-175.74644470214844,8.039170265197754,380.599451981,0.06663893163204193,1.2047,0.7939834594726562,1.0909090909090909e-05,0.25,0.003772457913516402,0.7372109889984131,-169.71849060058594
60,,60,60,,1752360515.5833242,,,381.911660422,,,,,,0.003772457913516402,,
